timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,timestamp_ns,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,connid,daddr,dport,mss,rcvwin,rcvwinscale,sackopt,saddr,seqnum,size,sndwinscale,sport,tsopt,wsopt,desiredaccess,linksourcename,linktargetname,returncode,classification,eventtype,fileid,fileusn,info,scansource,creationtime,engineid,flags,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,integritylevel,imagepath,processcontextid,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,featureid,data,startstop,threadtime,deltacpu,deltawall,startqpc,id,process,reason,channel,eventid,cycletime
"2025-11-02 13:07:43.8614090Z","2025-11-02 13:07:43.8614090Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",6032,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863861409000,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8614205Z","2025-11-02 13:07:43.8614205Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",6032,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863861420500,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8614253Z","2025-11-02 13:07:43.8614253Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess","11736 attack-762.exe",4516,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863861425300,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8636104Z","2025-11-02 13:07:43.8636104Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5936 svchost.exe",13800,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863863610400,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8755397Z","2025-11-02 13:07:43.8755397Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","11736 attack-762.exe",4516,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863875539700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18446737482470068224,18446737482470043648,140734327249856,0,1089512108032,12236,1089514504192,1089514500096,140734327249856,,,,,,,,,,,,,
"2025-11-02 13:07:43.8760329Z","2025-11-02 13:07:43.8760329Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","11736 attack-762.exe",12236,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863876032900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18446737482470125568,18446737482470100992,140734327249856,0,1089512116224,13196,1089515552768,1089515548672,140734327249856,,,,,,,,,,,,,
"2025-11-02 13:07:43.8776556Z","2025-11-02 13:07:43.8776556Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","11736 attack-762.exe",13196,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863877655600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18446737482470641664,18446737482470617088,140734327249856,0,1089512124416,13916,1089516601344,1089516597248,140734327249856,,,,,,,,,,,,,
"2025-11-02 13:07:43.882811700Z","2025-11-02 13:07:43.8828151Z","myETW","EDRi-Provider",4242,"EDRi-Event","13412 EDRi.exe",,,,,,"After starting the attack exe",,,,,,,,,,,1762088863882815100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.890674800Z","2025-11-02 13:07:43.8906769Z","myETW","Attack-Provider",1337,"Attack-Provider","11736 attack-762.exe",,,,,,"Injector started with PID 11736",,,,,,,,,,,1762088863890676900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:44.1680186Z","2025-11-02 13:07:44.1680186Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 1756 VBoxService.exe",1884,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088864168018600,,,,,,,,,,,,,,,,,,,,,,1024,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:44.1680261Z","2025-11-02 13:07:44.1680261Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 1756 VBoxService.exe",1884,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088864168026100,,,,,,,,,,,,,,,,,,,,,,1024,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:44.1680345Z","2025-11-02 13:07:44.1680345Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 1756 VBoxService.exe",1884,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088864168034500,,,,,,,,,,,,,,,,,,,,,,1024,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:44.2561321Z","2025-11-02 13:07:44.2561321Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5912 MsMpEng.exe",11084,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088864256132200,,,,,,,,,,,,,,,,,,,,,,1052672,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:44.2564291Z","2025-11-02 13:07:44.2564291Z","ETW","Microsoft-Antimalware-Engine",36,"Cache  MOACLookup"," 5912 MsMpEng.exe",11084,,,,,,"C:\Users\Public\Downloads\attack-762.exe",,"0x8002",,,,,,,,1762088864256429100,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,118834,3522166104,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:44.2565393Z","2025-11-02 13:07:44.2565393Z","ETW","Microsoft-Antimalware-Engine",36,"Cache  MOACLookup"," 5912 MsMpEng.exe",11084,,,,,,"C:\Users\Public\Downloads\attack-762.exe",,"0x8002",,,,,,,,1762088864256539300,,,,,,,,,,,,,,,,,,,,,,,,,,2,56,118834,3522166104,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:44.2566220Z","2025-11-02 13:07:44.2566220Z","ETW","Microsoft-Antimalware-Engine",36,"Cache  MOACLookup"," 5912 MsMpEng.exe",11084,,,,,,"C:\Users\Public\Downloads\attack-762.exe",,"0x8002",,,,,,,,1762088864256622000,,,,,,,,,,,,,,,,,,,,,,,,,,128,56,118834,3522166104,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:44.2566960Z","2025-11-02 13:07:44.2566960Z","ETW","Microsoft-Antimalware-Engine",38,"Cache  CacheLookup"," 5912 MsMpEng.exe",11084,,,,,,"C:\Users\Public\Downloads\attack-762.exe","USN Cache","MISS",,,,,,,,1762088864256696000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:44.2602508Z","2025-11-02 13:07:44.2602508Z","ETW","Microsoft-Antimalware-Engine",36,"Cache  MOACLookup"," 5912 MsMpEng.exe",6340,,,,,,"C:\Users\Public\Downloads\attack-762.exe",,"0x8002",,,,,,,,1762088864260250800,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,118834,3522166104,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:44.2603514Z","2025-11-02 13:07:44.2603514Z","ETW","Microsoft-Antimalware-Engine",36,"Cache  MOACLookup"," 5912 MsMpEng.exe",6340,,,,,,"C:\Users\Public\Downloads\attack-762.exe",,"0x8002",,,,,,,,1762088864260351400,,,,,,,,,,,,,,,,,,,,,,,,,,2,56,118834,3522166104,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:44.2604327Z","2025-11-02 13:07:44.2604327Z","ETW","Microsoft-Antimalware-Engine",36,"Cache  MOACLookup"," 5912 MsMpEng.exe",6340,,,,,,"C:\Users\Public\Downloads\attack-762.exe",,"0x8002",,,,,,,,1762088864260432700,,,,,,,,,,,,,,,,,,,,,,,,,,128,56,118834,3522166104,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:44.2605175Z","2025-11-02 13:07:44.2605175Z","ETW","Microsoft-Antimalware-Engine",38,"Cache  CacheLookup"," 5912 MsMpEng.exe",6340,,,,,,"C:\Users\Public\Downloads\attack-762.exe","USN Cache","MISS",,,,,,,,1762088864260517500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:44.2614492Z","2025-11-02 13:07:44.2614492Z","ETW","Microsoft-Antimalware-Engine",32,"UfsScanProcTask Start "," 5912 MsMpEng.exe",6340,,"11736 attack-762.exe",,,,"\\.\proc\Process:11736,134065624637508972",,,,,,,,,,1762088864261449200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140731983724544,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
"2025-11-02 13:07:44.2615219Z","2025-11-02 13:07:44.2615219Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5912 MsMpEng.exe",6340,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088864261522000,,,,,,,,,,,,,,,,,,,,,,1048,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:44.2933479Z","2025-11-02 13:07:44.2933479Z","ETW","Microsoft-Antimalware-Engine",33,"UfsScanProcTask Stop "," 5912 MsMpEng.exe",6340,,"11736 attack-762.exe",,,,"\\.\proc\Process:11736,134065624637508972",,,,,,,,,,1762088864293347900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140731983724544,,,,,,,,,,,,,,,,,,,,,,,312500,,,333998689764,,,,,,
"2025-11-02 13:07:49.1807325Z","2025-11-02 13:07:49.1807325Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 1756 VBoxService.exe",1884,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088869180732500,,,,,,,,,,,,,,,,,,,,,,1024,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:49.1807441Z","2025-11-02 13:07:49.1807441Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 1756 VBoxService.exe",1884,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088869180744100,,,,,,,,,,,,,,,,,,,,,,1024,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:49.1807532Z","2025-11-02 13:07:49.1807532Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 1756 VBoxService.exe",1884,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088869180753200,,,,,,,,,,,,,,,,,,,,,,1024,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:49.910561000Z","2025-11-02 13:07:49.9105646Z","myETW","Attack-Provider",1337,"Attack-Provider","11736 attack-762.exe",,,,,,"Before starting subprocess to inject to",,,,,,,,,,,1762088869910564600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:49.9212492Z","2025-11-02 13:07:49.9212492Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","11736 attack-762.exe",4516,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088869921249200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18446737482449174528,18446737482449149952,140734327249856,0,1089512132608,8812,1089517649920,1089517645824,140734327249856,,,,,,,,,,,,,
"2025-11-02 13:07:49.9214728Z","2025-11-02 13:07:49.9214728Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","11736 attack-762.exe",8812,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088869921472800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18446737482449088512,18446737482449063936,140734327249856,0,1089512140800,14476,1089518698496,1089518694400,140734327249856,,,,,,,,,,,,,
"2025-11-02 13:07:49.9225488Z","2025-11-02 13:07:49.9225488Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5620 svchost.exe",8704,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088869922548800,,,,,,,,,,,,,,,,,,,,,,1049792,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:49.9420908Z","2025-11-02 13:07:49.9420908Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess","  520 svchost.exe",15832,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088869942090800,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:49.9421315Z","2025-11-02 13:07:49.9421315Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 1028 svchost.exe",8608,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088869942131500,,,,,,,,,,,,,,,,,,,,,,1048576,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:49.9439743Z","2025-11-02 13:07:49.9439743Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","11736 attack-762.exe",4516,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088869943974300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18446737482472132608,18446737482472108032,140734321991760,0,1089512148992,4628,1089519747072,1089519738880,140734321991760,,,,,,,,,,,,,
"2025-11-02 13:07:49.9471306Z","2025-11-02 13:07:49.9471306Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 2700 svchost.exe",15244,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088869947130600,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:49.9482978Z","2025-11-02 13:07:49.9482978Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 2700 svchost.exe",15244,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088869948297800,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:49.9543804Z","2025-11-02 13:07:49.9543804Z","ETW","Microsoft-Antimalware-Engine",5,"Stream scan request  Start "," 5912 MsMpEng.exe",5172,,"11736 attack-762.exe",,,,"C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe\S-1-5-21-4172013786-3171869251-2938521833-1000.pckgdep",,,,,,,,,,1762088869954380400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208437500,,,,2019419700,"C:\Users\Public\Downloads\attack-762.exe",2,,,
"2025-11-02 13:07:49.9554372Z","2025-11-02 13:07:49.9554372Z","ETW","Microsoft-Antimalware-Engine",3,"Message  Info "," 5912 MsMpEng.exe",5172,,,,,"Small object cache hit for C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe\S-1-5-21-4172013786-3171869251-2938521833-1000.pckgdep",,,,,,,,,,,1762088869955437200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:49.9555290Z","2025-11-02 13:07:49.9555290Z","ETW","Microsoft-Antimalware-Engine",6,"Stream scan request  Stop "," 5912 MsMpEng.exe",5172,,"11736 attack-762.exe",,,,"C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe\S-1-5-21-4172013786-3171869251-2938521833-1000.pckgdep",,,,,,,,,,1762088869955529000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208437500,,,,2019419700,"C:\Users\Public\Downloads\attack-762.exe",2,,,
"2025-11-02 13:07:49.9642543Z","2025-11-02 13:07:49.9642543Z","ETW","Microsoft-Antimalware-Engine",73,"Behavior Monitoring  ProcessMonitorFlags"," 5912 MsMpEng.exe",5172,,"10452 Notepad.exe",,,,"C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe",,,,,,,,,,1762088869964254300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134065624699629207,140731983724544,"0x400003DF","0x0","0x44","0x0","0x0","0x0","SyncStart",,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:49.9646749Z","2025-11-02 13:07:49.9646749Z","ETW","Microsoft-Antimalware-Engine",70,"Behavior Monitoring  BmProcessCreate"," 5912 MsMpEng.exe",15780,"11736 attack-762.exe","10452 Notepad.exe",,,,"C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe",,,,,,,"'C:\Windows\System32\notepad.exe'",,,1762088869964674900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33554432,,,,,,,12288,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:49.9647061Z","2025-11-02 13:07:49.9647061Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5912 MsMpEng.exe",15780,,,"10452 Notepad.exe",,,,,,,,,,,,,1762088869964706100,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:49.9649464Z","2025-11-02 13:07:49.9649464Z","ETW","Microsoft-Antimalware-Engine",109,"Behavior Monitoring  BmProcessContextStart"," 5912 MsMpEng.exe",15780,,"10452 Notepad.exe",,,,,,,,,,,,,,1762088869964946400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe",1816028970848,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:49.9654397Z","2025-11-02 13:07:49.9654397Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","11736 attack-762.exe",4516,,,"10452 Notepad.exe",,,,,,,,,,,,,1762088869965439700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18446737482472161280,18446737482472136704,140694844716816,0,557473550336,2692,557476478976,557476474880,140694844716816,,,,,,,,,,,,,
"2025-11-02 13:07:49.9658676Z","2025-11-02 13:07:49.9658676Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5912 MsMpEng.exe",15780,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088869965867600,,,,,,,,,,,,,,,,,,,,,,5136,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:49.9659007Z","2025-11-02 13:07:49.9659007Z","ETW","Microsoft-Antimalware-Engine",104,"Behavior Monitoring  BmInternal"," 5912 MsMpEng.exe",15780,,"10452 Notepad.exe",,,,,,,,,,,,"Parent","n/a",1762088869965900700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,
"2025-11-02 13:07:49.9662637Z","2025-11-02 13:07:49.9662637Z","ETW","Microsoft-Antimalware-Engine",104,"Behavior Monitoring  BmInternal"," 5912 MsMpEng.exe",7972,,"10452 Notepad.exe",,,,,,,,,,,,"Parent","n/a",1762088869966263700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,
"2025-11-02 13:07:49.9663664Z","2025-11-02 13:07:49.9663664Z","ETW","Microsoft-Antimalware-Engine",104,"Behavior Monitoring  BmInternal"," 5912 MsMpEng.exe",15780,,"10452 Notepad.exe",,,,,,,,,,,,"Parent","n/a",1762088869966366400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,
"2025-11-02 13:07:49.9663858Z","2025-11-02 13:07:49.9663858Z","ETW","Microsoft-Antimalware-Engine",104,"Behavior Monitoring  BmInternal"," 5912 MsMpEng.exe",12328,,"10452 Notepad.exe",,,,,,,,,,,,"Parent","n/a",1762088869966385800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,
"2025-11-02 13:07:49.9666260Z","2025-11-02 13:07:49.9666260Z","ETW","Microsoft-Antimalware-Engine",104,"Behavior Monitoring  BmInternal"," 5912 MsMpEng.exe",11084,,"10452 Notepad.exe",,,,,,,,,,,,"Parent","n/a",1762088869966626000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,
"2025-11-02 13:07:49.9679327Z","2025-11-02 13:07:49.9679327Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess","  756 csrss.exe",1172,,,"10452 Notepad.exe",,,,,,,,,,,,,1762088869967932700,,,,,,,,,,,,,,,,,,,,,,2097151,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:49.9679440Z","2025-11-02 13:07:49.9679440Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"PsOpenThread","  756 csrss.exe",1172,,,"10452 Notepad.exe",2692,,,,,,,,,,,,1762088869967944000,,,,,,,,,,,,,,,,,,,,,,2097151,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:49.9691611Z","2025-11-02 13:07:49.9691611Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5620 svchost.exe",8704,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088869969161100,,,,,,,,,,,,,,,,,,,,,,1049792,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:49.9724689Z","2025-11-02 13:07:49.9724689Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5620 svchost.exe",8704,,,"10452 Notepad.exe",,,,,,,,,,,,,1762088869972468900,,,,,,,,,,,,,,,,,,,,,,4353,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:49.9724856Z","2025-11-02 13:07:49.9724856Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"PsOpenThread"," 5620 svchost.exe",8704,,,"10452 Notepad.exe",2692,,,,,,,,,,,,1762088869972485600,,,,,,,,,,,,,,,,,,,,,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:49.974172600Z","2025-11-02 13:07:49.9741749Z","myETW","Attack-Provider",1337,"Attack-Provider","11736 attack-762.exe",,,,,,"After starting subprocess with PID 10452",,,,,,,,,,,1762088869974174900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:49.9743909Z","2025-11-02 13:07:49.9743909Z","ETW","Microsoft-Antimalware-Engine",43,"ExpensiveOperationTask ExpensiveOperationBegin"," 5912 MsMpEng.exe",11084,,,,,"BM InitializeFriendlyStatus::IsKnownFriendly()",,,,,"C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe",,,,,,1762088869974390900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10452,true,937500,,,,,,,,,
"2025-11-02 13:07:49.9744010Z","2025-11-02 13:07:49.9744010Z","ETW","Microsoft-Antimalware-Engine",67,"ExpensiveOperationTask ExpensiveOperationEnd"," 5912 MsMpEng.exe",11084,,,,,"BM InitializeFriendlyStatus::IsKnownFriendly()",,,,,"C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe",,,,,,1762088869974401000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10452,false,937500,0,0,,,,,,,
"2025-11-02 13:07:49.9746113Z","2025-11-02 13:07:49.9746113Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5912 MsMpEng.exe",5172,,,"10452 Notepad.exe",,,,,,,,,,,,,1762088869974611300,,,,,,,,,,,,,,,,,,,,,,1052672,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:49.9746219Z","2025-11-02 13:07:49.9746219Z","ETW","Microsoft-Antimalware-Engine",5,"Stream scan request  Start "," 5912 MsMpEng.exe",5172,,"10452 Notepad.exe",,,,"C:\WINDOWS\Prefetch\NOTEPAD.EXE-03DAB70A.pf",,,,,,,,,,1762088869974621900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208593750,,,,2019419701,"C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe",2,,,
"2025-11-02 13:07:49.9749236Z","2025-11-02 13:07:49.9749236Z","ETW","Microsoft-Antimalware-Engine",6,"Stream scan request  Stop "," 5912 MsMpEng.exe",5172,,"10452 Notepad.exe",,,,"C:\WINDOWS\Prefetch\NOTEPAD.EXE-03DAB70A.pf",,,,,,,,,,1762088869974923600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208593750,,,,2019419701,"C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe",2,,,
