timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,defaultbase,imagebase,imagesize,cycletime,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-10-27 10:28:38.0002184Z","2025-10-27 10:28:38.0002184Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 7248 Notepad.exe",6428,,," 7248 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446672673136508928,18446672673136484352,140737174395840,0,890838552576,11544,890842906624,890842902528,140737174395840,,,,,,,,,,,,,,,,
"2025-10-27 10:28:38.0002841Z","2025-10-27 10:28:38.0002841Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\msvcp_win.dll",,,,,,,,,,,649125,,,,,,,,,,,1093144332,,,,,,,,,,140737131249664,140737131249664,667648,,,,,,,,,,,,,
"2025-10-27 10:28:38.0004229Z","2025-10-27 10:28:38.0004229Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",9428,,," 7248 Notepad.exe",,,"C:\Windows\System32\rpcrt4.dll",,,,,,,,,,,1185784,,,,,,,,,,,3598429018,,,,,,,,,,140737167687680,140737167687680,1146880,,,,,,,,,,,,,
"2025-10-27 10:28:38.0006545Z","2025-10-27 10:28:38.0006545Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\ole32.dll",,,,,,,,,,,1710585,,,,,,,,,,,770585389,,,,,,,,,,140737148092416,140737148092416,1671168,,,,,,,,,,,,,
"2025-10-27 10:28:38.0008108Z","2025-10-27 10:28:38.0008108Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",9428,,," 7248 Notepad.exe",,,"C:\Windows\System32\oleaut32.dll",,,,,,,,,,,902937,,,,,,,,,,,3898092977,,,,,,,,,,140737139310592,140737139310592,880640,,,,,,,,,,,,,
"2025-10-27 10:28:38.0010016Z","2025-10-27 10:28:38.0010016Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\shell32.dll",,,,,,,,,,,7753361,,,,,,,,,,,2280271250,,,,,,,,,,140737140228096,140737140228096,7655424,,,,,,,,,,,,,
"2025-10-27 10:28:38.0011858Z","2025-10-27 10:28:38.0011858Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",6428,,," 7248 Notepad.exe",,,"C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.7_7000.652.1806.0_x64__8wekyb3d8bbwe\CoreMessagingXP.dll",,,,,,,,,,,1086952,,,,,,,,,,,1466093194,,,,,,,,,,140734687739904,140734687739904,1036288,,,,,,,,,,,,,
"2025-10-27 10:28:38.0014765Z","2025-10-27 10:28:38.0014765Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\WinTypes.dll",,,,,,,,,,,1568994,,,,,,,,,,,1650891442,,,,,,,,,,140737135902720,140737135902720,1486848,,,,,,,,,,,,,
"2025-10-27 10:28:38.0015889Z","2025-10-27 10:28:38.0015889Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",6428,,," 7248 Notepad.exe",,,"C:\Windows\System32\advapi32.dll",,,,,,,,,,,806569,,,,,,,,,,,3871129049,,,,,,,,,,140737156415488,140737156415488,737280,,,,,,,,,,,,,
"2025-10-27 10:28:38.0017732Z","2025-10-27 10:28:38.0017732Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",11544,,," 7248 Notepad.exe",,,"C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.7_7000.652.1806.0_x64__8wekyb3d8bbwe\Microsoft.Internal.FrameworkUdk.dll",,,,,,,,,,,947909,,,,,,,,,,,1680796359,,,,,,,,,,140734686756864,140734686756864,921600,,,,,,,,,,,,,
"2025-10-27 10:28:38.0017853Z","2025-10-27 10:28:38.0017853Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\shlwapi.dll",,,,,,,,,,,465416,,,,,,,,,,,960017527,,,,,,,,,,140737164279808,140737164279808,401408,,,,,,,,,,,,,
"2025-10-27 10:28:38.0021146Z","2025-10-27 10:28:38.0021146Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",11544,,," 7248 Notepad.exe",,,"C:\Windows\System32\SHCore.dll",,,,,,,,,,,1021917,,,,,,,,,,,2963687667,,,,,,,,,,140737166639104,140737166639104,991232,,,,,,,,,,,,,
"2025-10-27 10:28:38.0021614Z","2025-10-27 10:28:38.0021614Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",6428,,," 7248 Notepad.exe",,,"C:\Windows\System32\msvcrt.dll",,,,,,,,,,,758106,,,,,,,,,,,3198461912,,,,,,,,,,140737152090112,140737152090112,692224,,,,,,,,,,,,,
"2025-10-27 10:28:38.0021622Z","2025-10-27 10:28:38.0021622Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\comdlg32.dll",,,,,,,,,,,1022067,,,,,,,,,,,3073174542,,,,,,,,,,140737149796352,140737149796352,995328,,,,,,,,,,,,,
"2025-10-27 10:28:38.0025487Z","2025-10-27 10:28:38.0025487Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",11544,,," 7248 Notepad.exe",,,"C:\Windows\System32\sechost.dll",,,,,,,,,,,731199,,,,,,,,,,,117823328,,,,,,,,,,140737138589696,140737138589696,679936,,,,,,,,,,,,,
"2025-10-27 10:28:38.0028171Z","2025-10-27 10:28:38.0028171Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\crypt32.dll",,,,,,,,,,,1534966,,,,,,,,,,,2566642874,,,,,,,,,,140737132167168,140737132167168,1536000,,,,,,,,,,,,,
"2025-10-27 10:28:38.0034762Z","2025-10-27 10:28:38.0034762Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",11544,,," 7248 Notepad.exe",,,"C:\Windows\System32\urlmon.dll",,,,,,,,,,,1927318,,,,,,,,,,,1621290776,,,,,,,,,,140736901349376,140736901349376,1966080,,,,,,,,,,,,,
"2025-10-27 10:28:38.0036550Z","2025-10-27 10:28:38.0036550Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\propsys.dll",,,,,,,,,,,1139116,,,,,,,,,,,4204596999,,,,,,,,,,140737042644992,140737042644992,1064960,,,,,,,,,,,,,
"2025-10-27 10:28:38.0040542Z","2025-10-27 10:28:38.0040542Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",11544,,," 7248 Notepad.exe",,,"C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.6899_none_3e0efeeae32e88c1\comctl32.dll",,,,,,,,,,,2738802,,,,,,,,,,,576278460,,,,,,,,,,140736924680192,140736924680192,2699264,,,,,,,,,,,,,
"2025-10-27 10:28:38.0041626Z","2025-10-27 10:28:38.0041626Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",6428,,," 7248 Notepad.exe",,,"C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.6899_none_3e0efeeae32e88c1\comctl32.dll",,,,,,,,,,,2738802,,,,,,,,,,,576278460,,,,,,,,,,2004907655168,2004907655168,2699264,,,,,,,,,,,,,
"2025-10-27 10:28:38.0042130Z","2025-10-27 10:28:38.0042130Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\ntmarta.dll",,,,,,,,,,,286201,,,,,,,,,,,2803059627,,,,,,,,,,140737107329024,140737107329024,221184,,,,,,,,,,,,,
"2025-10-27 10:28:38.0042649Z","2025-10-27 10:28:38.0042649Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 7248 Notepad.exe",6428,,," 7248 Notepad.exe",,,"C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.6899_none_3e0efeeae32e88c1\comctl32.dll",,,,,,,,,,,2738802,,,,,,,,,,,576278460,,,,,,,,,,2004907655168,2004907655168,2711552,,,,,,,,,,,,,
"2025-10-27 10:28:38.0047284Z","2025-10-27 10:28:38.0047284Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",6428,,," 7248 Notepad.exe",,,"C:\Windows\System32\icu.dll",,,,,,,,,,,2809356,,,,,,,,,,,3016574355,,,,,,,,,,140736962035712,140736962035712,2744320,,,,,,,,,,,,,
"2025-10-27 10:28:38.0048050Z","2025-10-27 10:28:38.0048050Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\profapi.dll",,,,,,,,,,,182967,,,,,,,,,,,2107422311,,,,,,,,,,140737124302848,140737124302848,167936,,,,,,,,,,,,,
"2025-10-27 10:28:38.0053576Z","2025-10-27 10:28:38.0053576Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",9428,,," 7248 Notepad.exe",,,"C:\Windows\System32\dwmapi.dll",,,,,,,,,,,179167,,,,,,,,,,,2697878293,,,,,,,,,,140737074692096,140737074692096,184320,,,,,,,,,,,,,
"2025-10-27 10:28:38.0053711Z","2025-10-27 10:28:38.0053711Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",6428,,," 7248 Notepad.exe",,,"C:\Windows\System32\uxtheme.dll",,,,,,,,,,,709862,,,,,,,,,,,3538617358,,,,,,,,,,140737078296576,140737078296576,696320,,,,,,,,,,,,,
"2025-10-27 10:28:38.0053735Z","2025-10-27 10:28:38.0053735Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\BCP47Langs.dll",,,,,,,,,,,394325,,,,,,,,,,,2655356928,,,,,,,,,,140736957513728,140736957513728,385024,,,,,,,,,,,,,
"2025-10-27 10:28:38.0055472Z","2025-10-27 10:28:38.0055472Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",11544,,," 7248 Notepad.exe",,,"C:\Windows\System32\winspool.drv",,,,,,,,,,,749400,,,,,,,,,,,1014812906,,,,,,,,,,140736750551040,140736750551040,724992,,,,,,,,,,,,,
"2025-10-27 10:28:38.0059857Z","2025-10-27 10:28:38.0059857Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\kernel.appcore.dll",,,,,,,,,,,177968,,,,,,,,,,,3162933716,,,,,,,,,,140737106149376,140737106149376,110592,,,,,,,,,,,,,
"2025-10-27 10:28:38.0059948Z","2025-10-27 10:28:38.0059948Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",9428,,," 7248 Notepad.exe",,,"C:\Windows\System32\kernel.appcore.dll",,,,,,,,,,,177968,,,,,,,,,,,3162933716,,,,,,,,,,2004907655168,2004907655168,110592,,,,,,,,,,,,,
"2025-10-27 10:28:38.0060295Z","2025-10-27 10:28:38.0060295Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",6428,,," 7248 Notepad.exe",,,"C:\Windows\System32\CoreMessaging.dll",,,,,,,,,,,1276090,,,,,,,,,,,3802617839,,,,,,,,,,140737066565632,140737066565632,1200128,,,,,,,,,,,,,
"2025-10-27 10:28:38.0060467Z","2025-10-27 10:28:38.0060467Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 7248 Notepad.exe",9428,,," 7248 Notepad.exe",,,"C:\Windows\System32\kernel.appcore.dll",,,,,,,,,,,177968,,,,,,,,,,,3162933716,,,,,,,,,,2004907655168,2004907655168,122880,,,,,,,,,,,,,
"2025-10-27 10:28:38.0066590Z","2025-10-27 10:28:38.0066590Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",6428,,," 7248 Notepad.exe",,,"C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00.UWPDesktop_14.0.33728.0_x64__8wekyb3d8bbwe\msvcp140.dll",,,,,,,,,,,603644,,,,,,,,,,,2926311296,,,,,,,,,,140734675812352,140734675812352,577536,,,,,,,,,,,,,
"2025-10-27 10:28:38.0067344Z","2025-10-27 10:28:38.0067344Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\dcomp.dll",,,,,,,,,,,2270290,,,,,,,,,,,578597555,,,,,,,,,,140737064271872,140737064271872,2236416,,,,,,,,,,,,,
"2025-10-27 10:28:38.0068429Z","2025-10-27 10:28:38.0068429Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",9428,,," 7248 Notepad.exe",,,"C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00.UWPDesktop_14.0.33728.0_x64__8wekyb3d8bbwe\msvcp140_atomic_wait.dll",,,,,,,,,,,60856,,,,,,,,,,,1625823556,,,,,,,,,,140736803373056,140736803373056,81920,,,,,,,,,,,,,
"2025-10-27 10:28:38.0071892Z","2025-10-27 10:28:38.0071892Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",6428,,," 7248 Notepad.exe",,,"C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00.UWPDesktop_14.0.33728.0_x64__8wekyb3d8bbwe\vcruntime140.dll",,,,,,,,,,,171050,,,,,,,,,,,4092127091,,,,,,,,,,140734732042240,140734732042240,122880,,,,,,,,,,,,,
"2025-10-27 10:28:38.0072918Z","2025-10-27 10:28:38.0072918Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",9428,,," 7248 Notepad.exe",,,"C:\Windows\System32\windows.storage.dll",,,,,,,,,,,8887203,,,,,,,,,,,798214261,,,,,,,,,,140737088061440,140737088061440,8769536,,,,,,,,,,,,,
"2025-10-27 10:28:38.0075001Z","2025-10-27 10:28:38.0075001Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\iertutil.dll",,,,,,,,,,,2958748,,,,,,,,,,,147340823,,,,,,,,,,140736897875968,140736897875968,2904064,,,,,,,,,,,,,
"2025-10-27 10:28:38.0080484Z","2025-10-27 10:28:38.0080484Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\cfgmgr32.dll",,,,,,,,,,,378754,,,,,,,,,,,836129831,,,,,,,,,,140737120501760,140737120501760,356352,,,,,,,,,,,,,
"2025-10-27 10:28:38.0082877Z","2025-10-27 10:28:38.0082877Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",9428,,," 7248 Notepad.exe",,,"C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00.UWPDesktop_14.0.33728.0_x64__8wekyb3d8bbwe\vcruntime140_1.dll",,,,,,,,,,,66730,,,,,,,,,,,1073573567,,,,,,,,,,140736627605504,140736627605504,49152,,,,,,,,,,,,,
"2025-10-27 10:28:38.0084673Z","2025-10-27 10:28:38.0084673Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",6428,,," 7248 Notepad.exe",,,"C:\Windows\System32\Microsoft.Internal.WarpPal.dll",,,,,,,,,,,167600,,,,,,,,,,,2132685858,,,,,,,,,,140737075085312,140737075085312,102400,,,,,,,,,,,,,
"2025-10-27 10:28:38.0090694Z","2025-10-27 10:28:38.0090694Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\netutils.dll",,,,,,,,,,,80696,,,,,,,,,,,865845000,,,,,,,,,,140737099726848,140737099726848,53248,,,,,,,,,,,,,
"2025-10-27 10:28:38.0095448Z","2025-10-27 10:28:38.0095448Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",11544,,," 7248 Notepad.exe",,,"C:\Windows\System32\srvcli.dll",,,,,,,,,,,181029,,,,,,,,,,,239922031,,,,,,,,,,140736897482752,140736897482752,167936,,,,,,,,,,,,,
"2025-10-27 10:28:38.0122522Z","2025-10-27 10:28:38.0122522Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\imm32.dll",,,,,,,,,,,237947,,,,,,,,,,,2763417762,,,,,,,,,,140737152811008,140737152811008,192512,,,,,,,,,,,,,
"2025-10-27 10:28:38.0159584Z","2025-10-27 10:28:38.0159584Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\Microsoft.Internal.FrameworkUdk.System.dll",,,,,,,,,,,759542,,,,,,,,,,,2469381841,,,,,,,,,,140736665026560,140736665026560,741376,,,,,,,,,,,,,
"2025-10-27 10:28:38.0207036Z","2025-10-27 10:28:38.0207036Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\bcryptprimitives.dll",,,,,,,,,,,655169,,,,,,,,,,,3977788271,,,,,,,,,,140737137410048,140737137410048,622592,,,,,,,,,,,,,
"2025-10-27 10:28:38.0214192Z","2025-10-27 10:28:38.0214192Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\clbcatq.dll",,,,,,,,,,,773618,,,,,,,,,,,4119808238,,,,,,,,,,140737165524992,140737165524992,724992,,,,,,,,,,,,,
"2025-10-27 10:28:38.0239234Z","2025-10-27 10:28:38.0239234Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\daxexec.dll",,,,,,,,,,,1162516,,,,,,,,,,,2190381932,,,,,,,,,,140736761495552,140736761495552,1146880,,,,,,,,,,,,,
"2025-10-27 10:28:38.0243955Z","2025-10-27 10:28:38.0243955Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",11544,,," 7248 Notepad.exe",,,"C:\Windows\System32\container.dll",,,,,,,,,,,342070,,,,,,,,,,,3129326832,,,,,,,,,,140736760971264,140736760971264,307200,,,,,,,,,,,,,
"2025-10-27 10:28:38.0252370Z","2025-10-27 10:28:38.0252370Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\Windows.StateRepositoryClient.dll",,,,,,,,,,,333822,,,,,,,,,,,994200046,,,,,,,,,,140736949256192,140736949256192,290816,,,,,,,,,,,,,
"2025-10-27 10:28:38.0256597Z","2025-10-27 10:28:38.0256597Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\Windows.StateRepositoryCore.dll",,,,,,,,,,,121295,,,,,,,,,,,2998121198,,,,,,,,,,140736985432064,140736985432064,106496,,,,,,,,,,,,,
"2025-10-27 10:28:38.0267107Z","2025-10-27 10:28:38.0267107Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\capauthz.dll",,,,,,,,,,,396500,,,,,,,,,,,1605668267,,,,,,,,,,140736765886464,140736765886464,380928,,,,,,,,,,,,,
"2025-10-27 10:28:38.970360500Z","2025-10-27 10:28:38.9704883Z","myETW","Attack-Provider",1337,"Attack-Provider","11456 attack-883.exe",,,,,,"Before opening process handle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:38.971940900Z","2025-10-27 10:28:38.9719435Z","myETW","Attack-Provider",1337,"Attack-Provider","11456 attack-883.exe",,,,,,"After opening process handle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:39.943037300Z","2025-10-27 10:28:39.9430429Z","myETW","Attack-Provider",1337,"Attack-Provider","11456 attack-883.exe",,,,,,"Before allocating memory for shellcode",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:39.943589600Z","2025-10-27 10:28:39.9435919Z","myETW","Attack-Provider",1337,"Attack-Provider","11456 attack-883.exe",,,,,,"After allocating memory for shellcode, at: 000001D2CDF10000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:40.920505200Z","2025-10-27 10:28:40.9205123Z","myETW","Attack-Provider",1337,"Attack-Provider","11456 attack-883.exe",,,,,,"Before writing shellcode to process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:40.921071500Z","2025-10-27 10:28:40.9210741Z","myETW","Attack-Provider",1337,"Attack-Provider","11456 attack-883.exe",,,,,,"After writing shellcode to process, at: 000001D2CDF10000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:41.894709800Z","2025-10-27 10:28:41.8947176Z","myETW","Attack-Provider",1337,"Attack-Provider","11456 attack-883.exe",,,,,,"Before changing memory protection to PAGE_EXECUTE_READ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:41.895358700Z","2025-10-27 10:28:41.8953620Z","myETW","Attack-Provider",1337,"Attack-Provider","11456 attack-883.exe",,,,,,"After changing memory protection to PAGE_EXECUTE_READ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:42.871514700Z","2025-10-27 10:28:42.8715244Z","myETW","Attack-Provider",1337,"Attack-Provider","11456 attack-883.exe",,,,,,"Before reading memory to verify write",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:42.872048500Z","2025-10-27 10:28:42.8720519Z","myETW","Attack-Provider",1337,"Attack-Provider","11456 attack-883.exe",,,,,,"After reading memory to verify write",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:43.846098700Z","2025-10-27 10:28:43.8461059Z","myETW","Attack-Provider",1337,"Attack-Provider","11456 attack-883.exe",,,,,,"Before creating remote thread",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:43.8467934Z","2025-10-27 10:28:43.8467934Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","11456 attack-883.exe",4404,,," 7248 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446672673130651648,18446672673130627072,2004909883392,0,890838560768,12208,890843955200,890843951104,2004909883392,,,,,,,,,,,,,,,,
"2025-10-27 10:28:43.846830800Z","2025-10-27 10:28:43.8468334Z","myETW","Attack-Provider",1337,"Attack-Provider","11456 attack-883.exe",,,,,,"After creating remote thread",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:43.8571922Z","2025-10-27 10:28:43.8571922Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12208,,," 7248 Notepad.exe",,,"C:\Windows\System32\apphelp.dll",,,,,,,,,,,685021,,,,,,,,,,,306558241,,,,,,,,,,140737076527104,140737076527104,651264,,,,,,,,,,,,,
"2025-10-27 10:28:43.8772521Z","2025-10-27 10:28:43.8772521Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 7248 Notepad.exe",6428,,," 7248 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446672673136480256,18446672673136455680,140737174395840,0,890838544384,6428,890841858048,890841845760,140737174395840,,,,31937860,,,,,,,,,,,,
"2025-10-27 10:28:43.8772600Z","2025-10-27 10:28:43.8772600Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 7248 Notepad.exe",11544,,," 7248 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446672673136508928,18446672673136484352,140737174395840,0,890838552576,11544,890842906624,890842894336,140737174395840,,,,19977360,,,,,,,,,,,,
"2025-10-27 10:28:43.8772876Z","2025-10-27 10:28:43.8772876Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 7248 Notepad.exe",9428,,," 7248 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446672673136422912,18446672673136398336,140737174395840,0,890838536192,9428,890840809472,890840797184,140737174395840,,,,28073640,,,,,,,,,,,,
"2025-10-27 10:28:43.8772979Z","2025-10-27 10:28:43.8772979Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446672673136308224,18446672673136283648,140695571248912,0,890838528000,12280,890839760896,890839736320,140695571248912,,,,130702140,,,,,,,,,,,,
"2025-10-27 10:28:44.818046200Z","2025-10-27 10:28:44.8180531Z","myETW","Attack-Provider",1337,"Attack-Provider","11456 attack-883.exe",,,,,,"Attack done",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
