timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,cycletime,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-10-27 18:41:14.3416513Z","2025-10-27 18:41:14.3416513Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 3112 MpDefenderCoreService.exe",5776,,," 3112 MpDefenderCoreService.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455377035264,18446692455377010688,140721973582784,0,370627846144,2532,370630197248,370630131712,140721973582784,,,,,,,,,,,,,
"2025-10-27 18:41:15.219152400Z","2025-10-27 18:41:15.2191571Z","myETW","Attack-Provider",1337,"Attack-Provider","10936 attack-446.exe",,,,,,"Before allocating memory for shellcode",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:15.219800100Z","2025-10-27 18:41:15.2198020Z","myETW","Attack-Provider",1337,"Attack-Provider","10936 attack-446.exe",,,,,,"After allocating memory for shellcode, at: 0000018087420000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:16.192511700Z","2025-10-27 18:41:16.1925160Z","myETW","Attack-Provider",1337,"Attack-Provider","10936 attack-446.exe",,,,,,"Before writing shellcode to process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:16.193266300Z","2025-10-27 18:41:16.1932682Z","myETW","Attack-Provider",1337,"Attack-Provider","10936 attack-446.exe",,,,,,"After writing shellcode to process, at: 0000018087420000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:17.170388000Z","2025-10-27 18:41:17.1703919Z","myETW","Attack-Provider",1337,"Attack-Provider","10936 attack-446.exe",,,,,,"Before changing memory protection to PAGE_EXECUTE_READ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:17.170930000Z","2025-10-27 18:41:17.1709319Z","myETW","Attack-Provider",1337,"Attack-Provider","10936 attack-446.exe",,,,,,"After changing memory protection to PAGE_EXECUTE_READ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:18.146001500Z","2025-10-27 18:41:18.1460075Z","myETW","Attack-Provider",1337,"Attack-Provider","10936 attack-446.exe",,,,,,"Before reading memory to verify write",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:18.146620600Z","2025-10-27 18:41:18.1466228Z","myETW","Attack-Provider",1337,"Attack-Provider","10936 attack-446.exe",,,,,,"After reading memory to verify write",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:18.179074800Z","2025-10-27 18:41:18.1790798Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtOpenProcess with 0x1000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:18.179091400Z","2025-10-27 18:41:18.1790918Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:19.119867200Z","2025-10-27 18:41:19.1198719Z","myETW","Attack-Provider",1337,"Attack-Provider","10936 attack-446.exe",,,,,,"Before creating remote thread",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:19.1205837Z","2025-10-27 18:41:19.1205837Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","10936 attack-446.exe",1304,,," 1632 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455381536768,18446692455381512192,1651536691200,0,99629748224,9548,99636740096,99636736000,1651536691200,,,,,,,,,,,,,
"2025-10-27 18:41:19.120627000Z","2025-10-27 18:41:19.1206286Z","myETW","Attack-Provider",1337,"Attack-Provider","10936 attack-446.exe",,,,,,"After creating remote thread",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:19.121511500Z","2025-10-27 18:41:19.1215139Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtOpenProcess with 0x1000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:19.121519800Z","2025-10-27 18:41:19.1215201Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:19.128556800Z","2025-10-27 18:41:19.1285587Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,," 1632 Notepad.exe",,"NtOpenProcess with 0x1410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:19.128571200Z","2025-10-27 18:41:19.1285719Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,," 1632 Notepad.exe",,"NtReadVirtualMemory 8 bytes at 0x000000173264c010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:19.128576000Z","2025-10-27 18:41:19.1285765Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,," 1632 Notepad.exe",,"NtReadVirtualMemory 8 bytes at 0x000000173264c018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:19.128578500Z","2025-10-27 18:41:19.1285790Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,," 1632 Notepad.exe",,"NtReadVirtualMemory 8 bytes at 0x00007ffc63552920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:19.128581500Z","2025-10-27 18:41:19.1285818Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,," 1632 Notepad.exe",,"NtReadVirtualMemory 136 bytes at 0x0000018088105a90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:19.128635900Z","2025-10-27 18:41:19.1286370Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,," 1632 Notepad.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:19.130387900Z","2025-10-27 18:41:19.1303883Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,," 1632 Notepad.exe",,"NtOpenProcess with 0x1000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:19.130395900Z","2025-10-27 18:41:19.1303962Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,," 1632 Notepad.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:19.131945300Z","2025-10-27 18:41:19.1319475Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtOpenProcess with 0x1410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:19.131971000Z","2025-10-27 18:41:19.1319720Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:19.1415751Z","2025-10-27 18:41:19.1415751Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455382024192,18446692455381999616,18446735297775251968,0,0,4572,0,0,18446735297775251968,,,,,,,,,,,,,
"2025-10-27 18:41:19.1418418Z","2025-10-27 18:41:19.1418418Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455382224896,18446692455382200320,18446735297775251968,0,0,10680,0,0,18446735297775251968,,,,,,,,,,,,,
"2025-10-27 18:41:19.1418864Z","2025-10-27 18:41:19.1418864Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455382683648,18446692455382659072,18446735297775251968,0,0,4956,0,0,18446735297775251968,,,,,,,,,,,,,
"2025-10-27 18:41:19.1419912Z","2025-10-27 18:41:19.1419912Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455381852160,18446692455381827584,18446735297775251968,0,0,2456,0,0,18446735297775251968,,,,,,,,,,,,,
"2025-10-27 18:41:19.1421078Z","2025-10-27 18:41:19.1421078Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455383654400,18446692455383629824,18446735297775251968,0,0,10804,0,0,18446735297775251968,,,,,,,,,,,,,
"2025-10-27 18:41:19.1621540Z","2025-10-27 18:41:19.1621540Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 1632 Notepad.exe",11300,,," 1632 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455380619264,18446692455380594688,140721973582784,0,99629731840,11300,99634642944,99634626560,140721973582784,41871820,,,,,,,,,,,,
"2025-10-27 18:41:19.1621541Z","2025-10-27 18:41:19.1621541Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 1632 Notepad.exe",10404,,," 1632 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455380533248,18446692455380508672,140721973582784,0,99629740032,10404,99635691520,99635679232,140721973582784,46744940,,,,,,,,,,,,
"2025-10-27 18:41:19.1621888Z","2025-10-27 18:41:19.1621888Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 1632 Notepad.exe",10164,,," 1632 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455379787776,18446692455379763200,140699461924624,0,99629715456,10164,99632545792,99632521216,140699461924624,175650060,,,,,,,,,,,,
"2025-10-27 18:41:19.1622337Z","2025-10-27 18:41:19.1622337Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 1632 Notepad.exe",9284,,," 1632 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455380590592,18446692455380566016,140721973582784,0,99629723648,9284,99633594368,99633577984,140721973582784,55748280,,,,,,,,,,,,
"2025-10-27 18:41:19.277826200Z","2025-10-27 18:41:19.2778276Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,," 1632 Notepad.exe",,"NtOpenProcess with 0x1410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:19.277855200Z","2025-10-27 18:41:19.2778559Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,," 1632 Notepad.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:19.278333200Z","2025-10-27 18:41:19.2783352Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtOpenProcess with 0x1410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:19.278349600Z","2025-10-27 18:41:19.2783502Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:20.105669800Z","2025-10-27 18:41:20.1056727Z","myETW","Attack-Provider",1337,"Attack-Provider","10936 attack-446.exe",,,,,,"Attack done",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:20.1062525Z","2025-10-27 18:41:20.1062525Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","10936 attack-446.exe",10516,,,"10936 attack-446.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455379759104,18446692455379734528,140721946938032,0,515133800448,10516,515141271552,515141263360,140721946938032,324520,,,,,,,,,,,,
"2025-10-27 18:41:20.1062876Z","2025-10-27 18:41:20.1062876Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","10936 attack-446.exe",2528,,,"10936 attack-446.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455379587072,18446692455379562496,140721973582784,0,515133792256,2528,515140222976,515140214784,140721973582784,1611580,,,,,,,,,,,,
"2025-10-27 18:41:20.1063081Z","2025-10-27 18:41:20.1063081Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","10936 attack-446.exe",9596,,,"10936 attack-446.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455379558400,18446692455379533824,140721973582784,0,515133784064,9596,515139174400,515139166208,140721973582784,1033980,,,,,,,,,,,,
"2025-10-27 18:41:20.1063264Z","2025-10-27 18:41:20.1063264Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","10936 attack-446.exe",8844,,,"10936 attack-446.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455378669568,18446692455378644992,140721973582784,0,515133775872,8844,515138125824,515138117632,140721973582784,4737080,,,,,,,,,,,,
"2025-10-27 18:41:20.1063427Z","2025-10-27 18:41:20.1063427Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","10936 attack-446.exe",5352,,,"10936 attack-446.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455348310016,18446692455348285440,140721973582784,0,515133767680,5352,515137077248,515137069056,140721973582784,5995640,,,,,,,,,,,,
"2025-10-27 18:41:20.1063697Z","2025-10-27 18:41:20.1063697Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","10936 attack-446.exe",9416,,,"10936 attack-446.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455363792896,18446692455363768320,140721973582784,0,515133759488,9416,515136028672,515136016384,140721973582784,11792920,,,,,,,,,,,,
"2025-10-27 18:41:20.1069478Z","2025-10-27 18:41:20.1069478Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","10936 attack-446.exe",1304,,,"10936 attack-446.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455362088960,18446692455362064384,140694878308096,0,515133751296,1304,515134980096,515134947328,140694878308096,181365640,,,,,,,,,,,,
"2025-10-27 18:41:20.1073787Z","2025-10-27 18:41:20.1073787Z","ETW","Microsoft-Windows-Kernel-Process",2,"ProcessStopStop ","10936 attack-446.exe",1304,,,"10936 attack-446.exe",,,"attack-446.exe",,,,,,,,,134060640670826743,,,,,,,,3313,,,,,,,,,,,,,,,,1814528,1814528,207220080,0,134060640801070055,103,10,0,0,2,63,0
"2025-10-27 18:41:20.107515400Z","2025-10-27 18:41:20.1075240Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtOpenProcess with 0x1410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:20.107538500Z","2025-10-27 18:41:20.1075393Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:22.2335471Z","2025-10-27 18:41:22.2335471Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 1632 Notepad.exe",9548,,," 1632 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455381536768,18446692455381512192,1651536691200,0,99629748224,9548,99636740096,99636723712,1651536691200,20147980,,,,,,,,,,,,
"2025-10-27 18:41:22.2348272Z","2025-10-27 18:41:22.2348272Z","ETW","Microsoft-Windows-Kernel-Process",2,"ProcessStopStop "," 1632 Notepad.exe",9548,,," 1632 Notepad.exe",,,"Notepad.exe",,,,,,,,,134060640732528564,,,,,,,,3315,,,,,,,,,,,,,,,,3207168,3252224,342089300,3221225477,134060640822339516,191,0,1,37,2,0,0
"2025-10-27 18:41:22.235016000Z","2025-10-27 18:41:22.2350215Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,," 1632 Notepad.exe",,"NtOpenProcess with 0x1410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:22.235060100Z","2025-10-27 18:41:22.2350610Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,," 1632 Notepad.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
