timestamp_etw,src_type,C_relevant,C_minimal,timestamp_sys,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,timestamp_ns,userstackbase,userstacklimit,win32startaddr,cycletime,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,commitcharge,commitpeak,cpucyclecount,createtime,exitcode,exittime,handlecount,hardfaultcount,processsequencenumber,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,fullregionsize,lastprotectionmask,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,targetaddress,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,vavadallocationbase,vavadallocationprotect,vavadcommitsize,vavadmmfname,vavadqueryresult,vavadregionsize,vavadregiontype,as version,av version,engine version,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,connid,daddr,dport,saddr,seqnum,size,sport,desiredaccess,returncode,id,process,reason,threadtime,action,key,vault,biggestoffsetwritten,creationtime,firstoffsetwritten,lastoffsetwritten,numberofwrites,smallestoffsetwritten,totalsizeofappends,totalsizeofwrites,attrid,attrseq,attrsubset,featureid,ismultiprocdetection,ismultiprocmatch,matchedthreatsnumber,data,startstop,deltacpu,deltawall,engineid,flags,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,devicename,devicenamelength,drivername,drivernamelength,accessmask,washardened,oldfilename,foldername,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,allocationtype,classification,eventtype,fileid,fileusn,info,scansource,integritylevel,imagepath,processcontextid,channel,eventid,first resource path,first resource type,resource count,scan source,type,startqpc,actionstatus,allsigseqs,allsigshas,determination,enginereportguid,etwdatareporttype,extradatajson,islatent,ispassivemode,processcommandline,processcreationtime,processpath,realpath,reporttype,resourcedata,resourceschema,rtpprocesscreationtime,rtpprocessid,scantype,sha1,sha256,threatname,vpath,mss,rcvwin,rcvwinscale,sackopt,sndwinscale,tsopt,wsopt,count,terminationtime,bytescopied,operationstatus,featuretype,keypath,newvalue,oldvalue,usermode,valuename
"2025-12-16 12:02:29.0786383Z","ETW","0","0","2025-12-16 12:02:29.0786383Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,," 3060 msedge.exe",,,,,,,,,,,,,,,,,,,1765886549078638300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0786990Z","ETW","0","0","2025-12-16 12:02:29.0786990Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,," 8728 msedge.exe",,,,,,,,,,,,,,,,,,,1765886549078699100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0787569Z","ETW","0","0","2025-12-16 12:02:29.0787569Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,," 6412 OneDrive.exe",,,,,,,,,,,,,,,,,,,1765886549078756900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0788144Z","ETW","0","0","2025-12-16 12:02:29.0788144Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"12636 SenseIR.exe",,,,,,,,,,,,,,,,,,,1765886549078814400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0788684Z","ETW","0","0","2025-12-16 12:02:29.0788684Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"12692 ApplicationFrameHost.exe",,,,,,,,,,,,,,,,,,,1765886549078868400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0789229Z","ETW","0","0","2025-12-16 12:02:29.0789229Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"10640 git-cmd.exe",,,,,,,,,,,,,,,,,,,1765886549078923000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0789773Z","ETW","0","0","2025-12-16 12:02:29.0789773Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"12416 conhost.exe",,,,,,,,,,,,,,,,,,,1765886549078977300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0790311Z","ETW","0","0","2025-12-16 12:02:29.0790311Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"10364 OpenConsole.exe",,,,,,,,,,,,,,,,,,,1765886549079031100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0790904Z","ETW","0","0","2025-12-16 12:02:29.0790904Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"10632 WindowsTerminal.exe",,,,,,,,,,,,,,,,,,,1765886549079090500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0791486Z","ETW","0","0","2025-12-16 12:02:29.0791486Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"10604 cmd.exe",,,,,,,,,,,,,,,,,,,1765886549079148600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0792038Z","ETW","0","0","2025-12-16 12:02:29.0792038Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"13308 svchost.exe",,,,,,,,,,,,,,,,,,,1765886549079203900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0792542Z","ETW","0","0","2025-12-16 12:02:29.0792542Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"12616 svchost.exe",,,,,,,,,,,,,,,,,,,1765886549079254200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0793075Z","ETW","0","0","2025-12-16 12:02:29.0793075Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"10700 svchost.exe",,,,,,,,,,,,,,,,,,,1765886549079307500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0793568Z","ETW","0","0","2025-12-16 12:02:29.0793568Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"11116 svchost.exe",,,,,,,,,,,,,,,,,,,1765886549079356900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0794094Z","ETW","0","0","2025-12-16 12:02:29.0794094Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"12668 svchost.exe",,,,,,,,,,,,,,,,,,,1765886549079409400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0794636Z","ETW","0","0","2025-12-16 12:02:29.0794636Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"11992 mmc.exe",,,,,,,,,,,,,,,,,,,1765886549079463600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0795244Z","ETW","0","0","2025-12-16 12:02:29.0795244Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"11480 csrss.exe",,,,,,,,,,,,,,,,,,,1765886549079524400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0796019Z","ETW","0","0","2025-12-16 12:02:29.0796019Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"11340 winlogon.exe",,,,,,,,,,,,,,,,,,,1765886549079601900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0796793Z","ETW","0","0","2025-12-16 12:02:29.0796793Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"10800 fontdrvhost.exe",,,,,,,,,,,,,,,,,,,1765886549079679300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0797670Z","ETW","0","0","2025-12-16 12:02:29.0797670Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,," 6792 dwm.exe",,,,,,,,,,,,,,,,,,,1765886549079767100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0798416Z","ETW","0","0","2025-12-16 12:02:29.0798416Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,," 2656 LogonUI.exe",,,,,,,,,,,,,,,,,,,1765886549079841600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0799140Z","ETW","0","0","2025-12-16 12:02:29.0799140Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,," 4324 csrss.exe",,,,,,,,,,,,,,,,,,,1765886549079914000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0799879Z","ETW","0","0","2025-12-16 12:02:29.0799879Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,," 7308 winlogon.exe",,,,,,,,,,,,,,,,,,,1765886549079987900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0800694Z","ETW","0","0","2025-12-16 12:02:29.0800694Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,," 4192 fontdrvhost.exe",,,,,,,,,,,,,,,,,,,1765886549080069400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0801486Z","ETW","0","0","2025-12-16 12:02:29.0801486Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"10228 LogonUI.exe",,,,,,,,,,,,,,,,,,,1765886549080148600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0802301Z","ETW","0","0","2025-12-16 12:02:29.0802301Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,," 4036 dwm.exe",,,,,,,,,,,,,,,,,,,1765886549080230100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0802926Z","ETW","0","0","2025-12-16 12:02:29.0802926Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"10212 vm3dservice.exe",,,,,,,,,,,,,,,,,,,1765886549080292600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0803465Z","ETW","0","0","2025-12-16 12:02:29.0803465Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,," 7096 ctfmon.exe",,,,,,,,,,,,,,,,,,,1765886549080346500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0804031Z","ETW","0","0","2025-12-16 12:02:29.0804031Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,," 9956 SearchProtocolHost.exe",,,,,,,,,,,,,,,,,,,1765886549080403200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0804803Z","ETW","0","0","2025-12-16 12:02:29.0804803Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"13100 svchost.exe",,,,,,,,,,,,,,,,,,,1765886549080480400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0805340Z","ETW","0","0","2025-12-16 12:02:29.0805340Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"11156 rdpclip.exe",,,,,,,,,,,,,,,,,,,1765886549080534000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0805928Z","ETW","0","0","2025-12-16 12:02:29.0805928Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,," 6296 sihost.exe",,,,,,,,,,,,,,,,,,,1765886549080592800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0806569Z","ETW","0","0","2025-12-16 12:02:29.0806569Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,," 6824 svchost.exe",,,,,,,,,,,,,,,,,,,1765886549080656900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0807456Z","ETW","0","0","2025-12-16 12:02:29.0807456Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,," 3700 svchost.exe",,,,,,,,,,,,,,,,,,,1765886549080745600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0808001Z","ETW","0","0","2025-12-16 12:02:29.0808001Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"10284 svchost.exe",,,,,,,,,,,,,,,,,,,1765886549080800100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0808543Z","ETW","0","0","2025-12-16 12:02:29.0808543Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"11296 taskhostw.exe",,,,,,,,,,,,,,,,,,,1765886549080854300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0809307Z","ETW","0","0","2025-12-16 12:02:29.0809307Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,,"11868 ShellHost.exe",,,,,,,,,,,,,,,,,,,1765886549080930700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:29.0810046Z","ETW","0","0","2025-12-16 12:02:29.0810046Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3736 MsMpEng.exe",11252,,," 8884 smartscreen.exe",,,,,,,,,,,,,,,,,,,1765886549081004600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
