timestamp_etw,src_type,C_relevant,C_minimal,timestamp_sys,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,timestamp_ns,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,cycletime,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,desiredaccess,returncode,connid,daddr,dport,saddr,seqnum,size,sport,mss,rcvwin,rcvwinscale,sackopt,sndwinscale,tsopt,wsopt,createtime,flags,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,sessionid,allocationtype,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,protectionmask,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,viewsize,lastprotectionmask,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,regionsize,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-12-15 14:19:58.3097073Z","ETW-TI","1","0","2025-12-15 14:19:58.3097073Z","Microsoft-Windows-Threat-Intelligence",7,"KERNEL_THREATINT_TASK_PROTECTVM "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398309707300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2114389475328,134102819846759329,4244,0,0,0,7881299347898861,134102819846759390,7848,"R-X",134102819846759329,0,0,0,7881299347898861,,"RW-",134102819846759329,4244,0,0,0,7881299347898861,4096,,,,,,,,,,,,
"2025-12-15 14:19:58.3097688Z","ETW","1","1","2025-12-15 14:19:58.3097688Z","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398309768800,,,,,,,18446684154553405440,18446684154553376768,2114389475328,0,565591732224,7076,565598748672,565598744576,2114389475328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3097801Z","ETW","1","1","2025-12-15 14:19:58.3097801Z","Microsoft-Windows-Kernel-Audit-API-Calls",6,"PsOpenThread"," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",7076,,,,,,,,,,,,1765808398309780100,,,,,,,,,,,,,,,,,,,,,,,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3115101Z","ETW","1","1","2025-12-15 14:19:58.3115101Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4244 attack-582.exe",7076,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398311510100,,,,,,75838,18446684154553405440,18446684154553376768,2114389475328,0,565591732224,7076,565598748672,565598744576,2114389475328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3116699Z","ETW-TI","1","0","2025-12-15 14:19:58.3116699Z","Microsoft-Windows-Threat-Intelligence",7,"KERNEL_THREATINT_TASK_PROTECTVM "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398311669900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2114389540864,134102819846759329,4244,0,0,0,7881299347898861,134102819846759390,7848,"R-X",134102819846759329,0,0,0,7881299347898861,,"RW-",134102819846759329,4244,0,0,0,7881299347898861,4096,,,,,,,,,,,,
"2025-12-15 14:19:58.3117318Z","ETW","1","1","2025-12-15 14:19:58.3117318Z","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398311731800,,,,,,,18446684154553405440,18446684154553376768,2114389540864,0,565591740416,9104,565598748672,565598744576,2114389540864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3117425Z","ETW","1","1","2025-12-15 14:19:58.3117425Z","Microsoft-Windows-Kernel-Audit-API-Calls",6,"PsOpenThread"," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",9104,,,,,,,,,,,,1765808398311742500,,,,,,,,,,,,,,,,,,,,,,,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3134182Z","ETW","1","1","2025-12-15 14:19:58.3134182Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4244 attack-582.exe",9104,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398313418200,,,,,,94730,18446684154553405440,18446684154553376768,2114389540864,0,565591740416,9104,565598748672,565598740480,2114389540864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3135679Z","ETW-TI","1","0","2025-12-15 14:19:58.3135679Z","Microsoft-Windows-Threat-Intelligence",7,"KERNEL_THREATINT_TASK_PROTECTVM "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398313567900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2114389606400,134102819846759329,4244,0,0,0,7881299347898861,134102819846759390,7848,"R-X",134102819846759329,0,0,0,7881299347898861,,"RW-",134102819846759329,4244,0,0,0,7881299347898861,4096,,,,,,,,,,,,
"2025-12-15 14:19:58.3136182Z","ETW","1","1","2025-12-15 14:19:58.3136182Z","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398313618200,,,,,,,18446684154553405440,18446684154553376768,2114389606400,0,565591748608,3724,565598748672,565598744576,2114389606400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3136286Z","ETW","1","1","2025-12-15 14:19:58.3136286Z","Microsoft-Windows-Kernel-Audit-API-Calls",6,"PsOpenThread"," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",3724,,,,,,,,,,,,1765808398313628600,,,,,,,,,,,,,,,,,,,,,,,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3152280Z","ETW","1","1","2025-12-15 14:19:58.3152280Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4244 attack-582.exe",3724,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398315228000,,,,,,69236,18446684154553405440,18446684154553376768,2114389606400,0,565591748608,3724,565598748672,565598744576,2114389606400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3153785Z","ETW-TI","1","0","2025-12-15 14:19:58.3153785Z","Microsoft-Windows-Threat-Intelligence",7,"KERNEL_THREATINT_TASK_PROTECTVM "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398315378500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2114389671936,134102819846759329,4244,0,0,0,7881299347898861,134102819846759390,7848,"R-X",134102819846759329,0,0,0,7881299347898861,,"RW-",134102819846759329,4244,0,0,0,7881299347898861,4096,,,,,,,,,,,,
"2025-12-15 14:19:58.3154271Z","ETW","1","1","2025-12-15 14:19:58.3154271Z","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398315427100,,,,,,,18446684154553405440,18446684154553376768,2114389671936,0,565591756800,6460,565598748672,565598744576,2114389671936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3154372Z","ETW","1","1","2025-12-15 14:19:58.3154372Z","Microsoft-Windows-Kernel-Audit-API-Calls",6,"PsOpenThread"," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",6460,,,,,,,,,,,,1765808398315437300,,,,,,,,,,,,,,,,,,,,,,,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3168964Z","ETW","1","1","2025-12-15 14:19:58.3168964Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4244 attack-582.exe",6460,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398316896400,,,,,,82404,18446684154553405440,18446684154553376768,2114389671936,0,565591756800,6460,565598748672,565598740480,2114389671936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3170398Z","ETW-TI","1","0","2025-12-15 14:19:58.3170398Z","Microsoft-Windows-Threat-Intelligence",7,"KERNEL_THREATINT_TASK_PROTECTVM "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398317039800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2114389737472,134102819846759329,4244,0,0,0,7881299347898861,134102819846759390,7848,"R-X",134102819846759329,0,0,0,7881299347898861,,"RW-",134102819846759329,4244,0,0,0,7881299347898861,4096,,,,,,,,,,,,
"2025-12-15 14:19:58.3170866Z","ETW","1","1","2025-12-15 14:19:58.3170866Z","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398317086600,,,,,,,18446684154553405440,18446684154553376768,2114389737472,0,565591764992,8892,565598748672,565598744576,2114389737472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3170960Z","ETW","1","1","2025-12-15 14:19:58.3170960Z","Microsoft-Windows-Kernel-Audit-API-Calls",6,"PsOpenThread"," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",8892,,,,,,,,,,,,1765808398317096000,,,,,,,,,,,,,,,,,,,,,,,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3176782Z","ETW","1","1","2025-12-15 14:19:58.3176782Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4244 attack-582.exe",8892,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398317678200,,,,,,123406,18446684154553405440,18446684154553376768,2114389737472,0,565591764992,8892,565598748672,565598740480,2114389737472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3178012Z","ETW-TI","1","0","2025-12-15 14:19:58.3178012Z","Microsoft-Windows-Threat-Intelligence",7,"KERNEL_THREATINT_TASK_PROTECTVM "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398317801200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2114389803008,134102819846759329,4244,0,0,0,7881299347898861,134102819846759390,7848,"R-X",134102819846759329,0,0,0,7881299347898861,,"RW-",134102819846759329,4244,0,0,0,7881299347898861,4096,,,,,,,,,,,,
"2025-12-15 14:19:58.3178560Z","ETW","1","1","2025-12-15 14:19:58.3178560Z","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398317856100,,,,,,,18446684154553405440,18446684154553376768,2114389803008,0,565591773184,7340,565598748672,565598744576,2114389803008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3178665Z","ETW","1","1","2025-12-15 14:19:58.3178665Z","Microsoft-Windows-Kernel-Audit-API-Calls",6,"PsOpenThread"," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",7340,,,,,,,,,,,,1765808398317866500,,,,,,,,,,,,,,,,,,,,,,,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3184254Z","ETW","1","1","2025-12-15 14:19:58.3184254Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4244 attack-582.exe",7340,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398318425400,,,,,,55016,18446684154553405440,18446684154553376768,2114389803008,0,565591773184,7340,565598748672,565598744576,2114389803008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3185408Z","ETW-TI","1","0","2025-12-15 14:19:58.3185408Z","Microsoft-Windows-Threat-Intelligence",7,"KERNEL_THREATINT_TASK_PROTECTVM "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398318540800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2114389868544,134102819846759329,4244,0,0,0,7881299347898861,134102819846759390,7848,"R-X",134102819846759329,0,0,0,7881299347898861,,"RW-",134102819846759329,4244,0,0,0,7881299347898861,4096,,,,,,,,,,,,
"2025-12-15 14:19:58.3187842Z","ETW","1","1","2025-12-15 14:19:58.3187842Z","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398318784200,,,,,,,18446684154553405440,18446684154553376768,2114389868544,0,565591781376,8472,565598748672,565598744576,2114389868544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3187952Z","ETW","1","1","2025-12-15 14:19:58.3187952Z","Microsoft-Windows-Kernel-Audit-API-Calls",6,"PsOpenThread"," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",8472,,,,,,,,,,,,1765808398318795200,,,,,,,,,,,,,,,,,,,,,,,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3195135Z","ETW","1","1","2025-12-15 14:19:58.3195135Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4244 attack-582.exe",8472,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398319513500,,,,,,94926,18446684154553405440,18446684154553376768,2114389868544,0,565591781376,8472,565598748672,565598740480,2114389868544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3196203Z","ETW-TI","1","0","2025-12-15 14:19:58.3196203Z","Microsoft-Windows-Threat-Intelligence",7,"KERNEL_THREATINT_TASK_PROTECTVM "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398319620300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2114389934080,134102819846759329,4244,0,0,0,7881299347898861,134102819846759390,7848,"R-X",134102819846759329,0,0,0,7881299347898861,,"RW-",134102819846759329,4244,0,0,0,7881299347898861,4096,,,,,,,,,,,,
"2025-12-15 14:19:58.3196650Z","ETW","1","1","2025-12-15 14:19:58.3196650Z","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398319665000,,,,,,,18446684154553405440,18446684154553376768,2114389934080,0,565591789568,2956,565598748672,565598744576,2114389934080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3196739Z","ETW","1","1","2025-12-15 14:19:58.3196739Z","Microsoft-Windows-Kernel-Audit-API-Calls",6,"PsOpenThread"," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",2956,,,,,,,,,,,,1765808398319673900,,,,,,,,,,,,,,,,,,,,,,,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3203059Z","ETW","1","1","2025-12-15 14:19:58.3203059Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4244 attack-582.exe",2956,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398320305900,,,,,,94596,18446684154553405440,18446684154553376768,2114389934080,0,565591789568,2956,565598748672,565598744576,2114389934080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3204226Z","ETW-TI","1","0","2025-12-15 14:19:58.3204226Z","Microsoft-Windows-Threat-Intelligence",7,"KERNEL_THREATINT_TASK_PROTECTVM "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398320422600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2114389999616,134102819846759329,4244,0,0,0,7881299347898861,134102819846759390,7848,"R-X",134102819846759329,0,0,0,7881299347898861,,"RW-",134102819846759329,4244,0,0,0,7881299347898861,4096,,,,,,,,,,,,
"2025-12-15 14:19:58.3204685Z","ETW","1","1","2025-12-15 14:19:58.3204685Z","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398320468500,,,,,,,18446684154553405440,18446684154553376768,2114389999616,0,565591797760,7500,565598748672,565598744576,2114389999616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3204774Z","ETW","1","1","2025-12-15 14:19:58.3204774Z","Microsoft-Windows-Kernel-Audit-API-Calls",6,"PsOpenThread"," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",7500,,,,,,,,,,,,1765808398320477400,,,,,,,,,,,,,,,,,,,,,,,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3212012Z","ETW","1","1","2025-12-15 14:19:58.3212012Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4244 attack-582.exe",7500,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398321201200,,,,,,76908,18446684154553405440,18446684154553376768,2114389999616,0,565591797760,7500,565598748672,565598740480,2114389999616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3213109Z","ETW-TI","1","0","2025-12-15 14:19:58.3213109Z","Microsoft-Windows-Threat-Intelligence",7,"KERNEL_THREATINT_TASK_PROTECTVM "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398321310900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2114390065152,134102819846759329,4244,0,0,0,7881299347898861,134102819846759390,7848,"R-X",134102819846759329,0,0,0,7881299347898861,,"RW-",134102819846759329,4244,0,0,0,7881299347898861,4096,,,,,,,,,,,,
"2025-12-15 14:19:58.3213554Z","ETW","1","1","2025-12-15 14:19:58.3213554Z","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398321355400,,,,,,,18446684154553405440,18446684154553376768,2114390065152,0,565591805952,7732,565598748672,565598744576,2114390065152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3213644Z","ETW","1","1","2025-12-15 14:19:58.3213644Z","Microsoft-Windows-Kernel-Audit-API-Calls",6,"PsOpenThread"," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",7732,,,,,,,,,,,,1765808398321364400,,,,,,,,,,,,,,,,,,,,,,,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3222777Z","ETW","1","1","2025-12-15 14:19:58.3222777Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4244 attack-582.exe",7732,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398322277700,,,,,,100166,18446684154553405440,18446684154553376768,2114390065152,0,565591805952,7732,565598748672,565598740480,2114390065152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3224111Z","ETW-TI","1","0","2025-12-15 14:19:58.3224111Z","Microsoft-Windows-Threat-Intelligence",7,"KERNEL_THREATINT_TASK_PROTECTVM "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398322411100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2114390130688,134102819846759329,4244,0,0,0,7881299347898861,134102819846759390,7848,"R-X",134102819846759329,0,0,0,7881299347898861,,"RW-",134102819846759329,4244,0,0,0,7881299347898861,4096,,,,,,,,,,,,
"2025-12-15 14:19:58.3224706Z","ETW","1","1","2025-12-15 14:19:58.3224706Z","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398322470600,,,,,,,18446684154553405440,18446684154553376768,2114390130688,0,565591814144,5684,565598748672,565598744576,2114390130688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3224805Z","ETW","1","1","2025-12-15 14:19:58.3224805Z","Microsoft-Windows-Kernel-Audit-API-Calls",6,"PsOpenThread"," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",5684,,,,,,,,,,,,1765808398322480500,,,,,,,,,,,,,,,,,,,,,,,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3229779Z","ETW","1","1","2025-12-15 14:19:58.3229779Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4244 attack-582.exe",5684,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398322977900,,,,,,163712,18446684154553405440,18446684154553376768,2114390130688,0,565591814144,5684,565598748672,565598744576,2114390130688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3230872Z","ETW-TI","1","0","2025-12-15 14:19:58.3230872Z","Microsoft-Windows-Threat-Intelligence",7,"KERNEL_THREATINT_TASK_PROTECTVM "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398323087200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2114390196224,134102819846759329,4244,0,0,0,7881299347898861,134102819846759390,7848,"R-X",134102819846759329,0,0,0,7881299347898861,,"RW-",134102819846759329,4244,0,0,0,7881299347898861,4096,,,,,,,,,,,,
"2025-12-15 14:19:58.3231303Z","ETW","1","1","2025-12-15 14:19:58.3231303Z","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398323130300,,,,,,,18446684154553405440,18446684154553376768,2114390196224,0,565591822336,6868,565598748672,565598744576,2114390196224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3231392Z","ETW","1","1","2025-12-15 14:19:58.3231392Z","Microsoft-Windows-Kernel-Audit-API-Calls",6,"PsOpenThread"," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",6868,,,,,,,,,,,,1765808398323139200,,,,,,,,,,,,,,,,,,,,,,,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3236646Z","ETW","1","1","2025-12-15 14:19:58.3236646Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4244 attack-582.exe",6868,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398323664600,,,,,,66766,18446684154553405440,18446684154553376768,2114390196224,0,565591822336,6868,565598748672,565598740480,2114390196224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3237590Z","ETW-TI","1","0","2025-12-15 14:19:58.3237590Z","Microsoft-Windows-Threat-Intelligence",7,"KERNEL_THREATINT_TASK_PROTECTVM "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398323759000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2114390261760,134102819846759329,4244,0,0,0,7881299347898861,134102819846759390,7848,"R-X",134102819846759329,0,0,0,7881299347898861,,"RW-",134102819846759329,4244,0,0,0,7881299347898861,4096,,,,,,,,,,,,
"2025-12-15 14:19:58.3239904Z","ETW","1","1","2025-12-15 14:19:58.3239904Z","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",,,,,,,,,,,,,1765808398323990400,,,,,,,18446684154553405440,18446684154553376768,2114390261760,0,565591830528,9784,565598748672,565598744576,2114390261760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:58.3239998Z","ETW","1","1","2025-12-15 14:19:58.3239998Z","Microsoft-Windows-Kernel-Audit-API-Calls",6,"PsOpenThread"," 4244 attack-582.exe",7848,,," 4244 attack-582.exe",9784,,,,,,,,,,,,1765808398323999800,,,,,,,,,,,,,,,,,,,,,,,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
