timestamp,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,desiredaccess,returncode,classification,eventtype,fileid,fileusn,info,scansource,allocationtype,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,creationtime,engineid,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,integritylevel,imagepath,processcontextid,accessmask,washardened,featureid,bytescopied,operationstatus,vavadallocationbase,vavadallocationprotect,vavadcommitsize,vavadmmfname,vavadqueryresult,vavadregionsize,vavadregiontype,targetthreadcreatetime,targetthreadid,defaultbase,imagebase,imagesize,data,startstop,threadtime,deltacpu,deltawall,startqpc,id,process,reason,cycletime,channel,eventid,fullregionsize,lastprotectionmask,targetaddress,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,targetprocesscreationtime,Source Name,Long Description,Timestamp
"2025-10-01 15:10:12.7490711Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 5336 explorer.exe",1008,,,"14944 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7491061Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 5336 explorer.exe",1008,,,"14944 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7491596Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 5336 explorer.exe",1008,,,"14944 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7492154Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 5336 explorer.exe",5852,,,"14944 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7492215Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 5336 explorer.exe",5852,,,"14944 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7494478Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 5336 explorer.exe",5852,,,"14944 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7494544Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 5336 explorer.exe",5852,,,"14944 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7495690Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 5336 explorer.exe",5852,,,"14944 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7495789Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 5336 explorer.exe",5852,,,"14944 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7496752Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 5336 explorer.exe",6072,,,"14944 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7496974Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 5336 explorer.exe",6072,,,"14944 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7499673Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 5336 explorer.exe",6072,,,"14944 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,1040,3221225506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7517422Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","14944 attack.exe",12616,,,"14944 attack.exe",,,"C:\Windows\System32\advapi32.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771919,,,,,,,,,,,2638054253,,,,,,,,,,,,,,,,,,,,,,,,,,140722075795456,140722075795456,737280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7518565Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","14944 attack.exe",12616,,,"14944 attack.exe",,,"C:\Windows\System32\msvcrt.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732727,,,,,,,,,,,159756539,,,,,,,,,,,,,,,,,,,,,,,,,,140722081366016,140722081366016,692224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7519502Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","14944 attack.exe",12616,,,"14944 attack.exe",,,,,,,,,,,,18446639099348717568,18446639099348692992,140722109275312,0,207027220480,16128,207029796864,207029792768,140722109275312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7521731Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","14944 attack.exe",12616,,,"14944 attack.exe",,,"C:\Windows\System32\sechost.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700521,,,,,,,,,,,2166290279,,,,,,,,,,,,,,,,,,,,,,,,,,140722085167104,140722085167104,679936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7523082Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","14944 attack.exe",12616,,,"14944 attack.exe",,,"C:\Windows\System32\rpcrt4.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223202,,,,,,,,,,,2270715780,,,,,,,,,,,,,,,,,,,,,,,,,,140722090344448,140722090344448,1146880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7524360Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","14944 attack.exe",12616,,,"14944 attack.exe",,,"C:\Windows\System32\ucrtbase.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375546,,,,,,,,,,,3578273335,,,,,,,,,,,,,,,,,,,,,,,,,,140722060066816,140722060066816,1355776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7525058Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","14944 attack.exe",16128,,,"14944 attack.exe",,,,,,,,,,,,18446639099348774912,18446639099348750336,140722109275312,0,207027228672,3480,207030845440,207030841344,140722109275312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7532247Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","14944 attack.exe",3480,,,"14944 attack.exe",,,,,,,,,,,,18446639099348832256,18446639099348807680,140722109275312,0,207027236864,7936,207031894016,207031889920,140722109275312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7539569Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","14944 attack.exe",3480,,,"14944 attack.exe",,,"C:\Windows\System32\vcruntime140.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146072,,,,,,,,,,,254123393,,,,,,,,,,,,,,,,,,,,,,,,,,140720407183360,140720407183360,122880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7540641Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","14944 attack.exe",12616,,,"14944 attack.exe",,,"C:\Windows\System32\vcruntime140_1.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57827,,,,,,,,,,,240324076,,,,,,,,,,,,,,,,,,,,,,,,,,140721726619648,140721726619648,49152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7546328Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","14944 attack.exe",16128,,,"14944 attack.exe",,,"C:\Windows\System32\msvcp140.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570439,,,,,,,,,,,1564323704,,,,,,,,,,,,,,,,,,,,,,,,,,140720406593536,140720406593536,561152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:12.7546328Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Windows\System32\vcruntime140.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,1,56,351829,1447883976,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:12.7547732Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Windows\System32\vcruntime140_1.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,1,56,351830,1451565752,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:12.7550755Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",2540,,,,,,"C:\Windows\System32\msvcp140.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,1,56,351821,1451565848,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:12.7554670Z","myETW","Attack-Provider",1337,"[+] Injector started with PID 14944","14944 attack.exe",,,,,,"[+] Injector started with PID 14944",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PREFETCH,was executed,2020-20-20 20:20:20
"2025-10-01 15:10:13.2020674Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 3376 MsMpEng.exe",2540,,,"14944 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:13.6603228Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",2540,,,,,,"C:\Users\hacker\source\repos\EDR-Introspection\x64\Release\EDRi.exe",,"0x8002",,,,,,,,,,,,,,,,,,,,,,,,,1,56,12344,2632107704,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:13.6604023Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",2540,,,,,,"C:\Users\hacker\source\repos\EDR-Introspection\x64\Release\EDRi.exe",,"0x8002",,,,,,,,,,,,,,,,,,,,,,,,,2,56,12344,2632107704,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:13.6604468Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",2540,,,,,,"C:\Users\hacker\source\repos\EDR-Introspection\x64\Release\EDRi.exe",,"0x8002",,,,,,,,,,,,,,,,,,,,,,,,,128,56,12344,2632107704,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:13.6604913Z","ETW","Microsoft-Antimalware-Engine",38,"Cache CacheLookup"," 3376 MsMpEng.exe",2540,,,,,,"C:\Users\hacker\source\repos\EDR-Introspection\x64\Release\EDRi.exe","USN Cache","MISS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:13.6606578Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1124 svchost.exe",13904,,," 3376 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:13.6608053Z","ETW","Microsoft-Antimalware-Engine",30,"UfsScanFileTaskStart "," 3376 MsMpEng.exe",2540,,,,,,"C:\Users\hacker\source\repos\EDR-Introspection\x64\Release\EDRi.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140718996324352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91875000,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:13.6613561Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM"," 3376 MsMpEng.exe",2540,,," 3376 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12288,2093800488960,134037160374322401,3376,49,7,55,5629499534213195,134037160500139498,2540,134037160374322401,3376,49,7,55,5629499534213195,"RWX",1101824,134037160374322401,49,7,55,5629499534213195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ETW,,2020-20-20 20:20:20
"2025-10-01 15:10:13.6653504Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 3376 MsMpEng.exe",2540,,,,,,"C:\Windows\System32\CatRoot\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}",,,,,,,,,,,,,,,,,,,,,,,,18446684187459086080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:13.6665145Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo "," 3376 MsMpEng.exe",2540,,,,,,"C:\Windows\System32\CatRoot\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}",,,,,,,,,,,,,,,,,,,,,,,,18446684187459086080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:13.6705780Z","ETW","Microsoft-Antimalware-Engine",31,"UfsScanFileTaskStop "," 3376 MsMpEng.exe",2540,,,,,,"C:\Users\hacker\source\repos\EDR-Introspection\x64\Release\EDRi.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140718996324352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92031250,,,52793069541,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:13.6707415Z","ETW","Microsoft-Antimalware-Engine",35,"Cache MOACAdd"," 3376 MsMpEng.exe",2540,,,,,,"C:\Users\hacker\source\repos\EDR-Introspection\x64\Release\EDRi.exe",,"0x0",,,,,,,,,,,,,,,,,,,,,,,,,128,55,12344,2632107704,"Unfriendly",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:13.7226922Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","15060 EDRi.exe",12620,,,"14944 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:13.7232151Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess"," 3376 MsMpEng.exe",12136,,"15060 EDRi.exe","14944 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:13.7236026Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM","15060 EDRi.exe",12620,,,"14944 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2368914063360,134038049943031404,15060,49,0,0,5629499534216292,134038049943031448,12620,,,,,,,,,134038050126970710,0,0,0,5629499534216297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,2368914063360,4,4096,"",0,4096,131072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ETW,,2020-20-20 20:20:20
"2025-10-01 15:10:13.7236923Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","15060 EDRi.exe",12620,,,"14944 attack.exe",,,,,,,,,,,,18446639099348918272,18446639099348893696,140722086686080,0,207027245056,15656,207032942592,207032938496,140722086686080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:13.7237344Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess"," 3376 MsMpEng.exe",5068,,"15060 EDRi.exe","14944 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5122,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:13.7239101Z","ETW","Microsoft-Antimalware-Engine",104,"Behavior Monitoring BmInternal"," 3376 MsMpEng.exe",12136,,"14944 attack.exe",,,,,,,,,,,"C:\Users\hacker\source\repos\EDR-Introspection\x64\Release\EDRi.exe","n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:13.7242549Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Users\hacker\source\repos\EDR-Introspection\x64\Release\EDRi.exe",,"0x8002",,,,,,,,,,,,,,,,,,,,,,,,,1,56,12344,2632107704,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:13.7243357Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Users\hacker\source\repos\EDR-Introspection\x64\Release\EDRi.exe",,"0x8002",,,,,,,,,,,,,,,,,,,,,,,,,2,56,12344,2632107704,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:13.7243957Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info "," 3376 MsMpEng.exe",4564,,," 3376 MsMpEng.exe",4564,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:13.7244382Z","ETW","Microsoft-Antimalware-Engine",5,"Stream scan request Start "," 3376 MsMpEng.exe",4564,,"14944 attack.exe",,,,"C:\Users\hacker\source\repos\EDR-Introspection\x64\Release\Hooks.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105000000,,,,737090244,"C:\Users\Public\Downloads\attack.exe",2,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:13.7244767Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Users\hacker\source\repos\EDR-Introspection\x64\Release\EDRi.exe",,"0x8002",,,,,,,,,,,,,,,,,,,,,,,,,128,56,12344,2632107704,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
